Program Counter,Panda Current ASID,System Number,Syscall Reutrn Type,Syste Call Name
3078349611,924930048,6,long,sys_close(unsigned int fd);
3078349871,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078349554,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078349682,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078349500,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078350193,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078350322,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078350193,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078350193,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078349611,924930048,6,long,sys_close(unsigned int fd);
3078350193,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078266045,924930048,243,int,set_thread_area(struct user_desc *u_info);
3078350322,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078350322,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078350322,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078350322,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078350322,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078350322,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078350255,924930048,91,long,"sys_munmap(unsigned long addr, size_t len);"
3078255641,924930048,258,long,sys_set_tid_address(int __user *tidptr);
3078255641,924930048,311,long,"sys_set_robust_list(struct robust_list_head __user *head,size_t len);"
3078255641,924930048,240,long,"sys_futex(u32 __user *uaddr, int op, u32 val,struct timespec __user *utime, u32 __user *uaddr2,u32 val3);"
3078255641,924930048,174,long,"rt_sigaction(int sig, const struct sigaction __user * act, struct sigaction __user * oact,  size_t sigsetsize);"
3078255641,924930048,174,long,"rt_sigaction(int sig, const struct sigaction __user * act, struct sigaction __user * oact,  size_t sigsetsize);"
3078255641,924930048,175,long,"sys_rt_sigprocmask(int how, sigset_t __user *set,sigset_t __user *oset, size_t sigsetsize);"
3078255641,924930048,191,long,"sys_getrlimit(unsigned int resource,struct rlimit __user *rlim);"
3078255641,924930048,122,long,sys_newuname(struct new_utsname __user *name);
3078255641,924930048,45,long,sys_brk(unsigned long brk);
3078255641,924930048,45,long,sys_brk(unsigned long brk);
3078255641,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078255641,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078255641,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078255641,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078255641,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078255641,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078255641,924930048,6,long,sys_close(unsigned int fd);
3078255641,924930048,91,long,"sys_munmap(unsigned long addr, size_t len);"
3078255641,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078255641,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078255641,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078255641,924930048,6,long,sys_close(unsigned int fd);
3078255641,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078255641,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078255641,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078255641,924930048,6,long,sys_close(unsigned int fd);
3078255641,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078255641,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078255641,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078255641,924930048,6,long,sys_close(unsigned int fd);
3078255641,924930048,240,long,"sys_futex(u32 __user *uaddr, int op, u32 val,struct timespec __user *utime, u32 __user *uaddr2,u32 val3);"
3078255641,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078255641,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078255641,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078255641,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078255641,924930048,6,long,sys_close(unsigned int fd);
3078255641,924930048,183,long,"sys_getcwd(char __user *buf, unsigned long size);"
3078255641,924930048,195,long,"sys_stat64(const char __user *filename,struct stat64 __user *statbuf);"
3078255641,924930048,195,long,"sys_stat64(const char __user *filename,struct stat64 __user *statbuf);"
3078255641,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078255641,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078255641,924930048,196,long,"sys_lstat64(const char __user *filename,struct stat64 __user *statbuf);"
3078255641,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078255641,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078255641,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078255641,924930048,6,long,sys_close(unsigned int fd);
3078255641,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078255641,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078255641,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078255641,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078255641,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078255641,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078255641,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078255641,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078255641,924930048,6,long,sys_close(unsigned int fd);
3078255641,924930048,91,long,"sys_munmap(unsigned long addr, size_t len);"
3078255641,924930048,195,long,"sys_stat64(const char __user *filename,struct stat64 __user *statbuf);"
3078255641,924930048,183,long,"sys_getcwd(char __user *buf, unsigned long size);"
3078255641,924930048,12,long,sys_chdir(const char __user *filename);
3078255641,924930048,183,long,"sys_getcwd(char __user *buf, unsigned long size);"
3078255641,924930048,196,long,"sys_lstat64(const char __user *filename,struct stat64 __user *statbuf);"
3078255641,924930048,12,long,sys_chdir(const char __user *filename);
3078255641,924930048,195,long,"sys_stat64(const char __user *filename,struct stat64 __user *statbuf);"
3078255641,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078255641,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078255641,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078255641,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078255641,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078255641,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078255641,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078255641,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078255641,924930048,6,long,sys_close(unsigned int fd);
3078255641,924930048,91,long,"sys_munmap(unsigned long addr, size_t len);"
3078255641,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078255641,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078255641,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078255641,924930048,4,long,"sys_write(unsigned int fd, const char __user *buf,size_t count);"
3078374425,925138944,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078255641,924930048,252,long,sys_exit_group(int error_code);
3078374425,925138944,6,long,sys_close(unsigned int fd);
3078374425,925138944,114,long,"sys_wait4(pid_t pid, int __user *stat_addr,int options, struct rusage __user *ru);"
3078374425,925138944,12,long,sys_chdir(const char __user *filename);
3078374425,925138944,42,long,sys_pipe(int __user *fildes);
3078374425,925138944,120,long,"sys_clone(unsigned long flags, void *child_stack, void *ptid, void *ctid, struct pt_regs *regs);"
3078374425,925138944,6,long,sys_close(unsigned int fd);
3078374425,925138944,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078042155,924184576,45,long,sys_brk(unsigned long brk);
3078046767,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078046767,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3078046450,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078046396,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078046507,924184576,6,long,sys_close(unsigned int fd);
3078046767,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3078046450,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078046578,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078046396,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078046507,924184576,6,long,sys_close(unsigned int fd);
3078046767,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3078046450,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078046578,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078046396,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078046507,924184576,6,long,sys_close(unsigned int fd);
3078046767,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3078046450,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078046578,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078046396,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078046507,924184576,6,long,sys_close(unsigned int fd);
3078046767,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3078046450,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078046578,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078046396,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078047218,924184576,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078046507,924184576,6,long,sys_close(unsigned int fd);
3078047089,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3077962941,924184576,243,int,set_thread_area(struct user_desc *u_info);
3078047218,924184576,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078047218,924184576,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078047218,924184576,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078047218,924184576,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078047218,924184576,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078047218,924184576,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078047151,924184576,91,long,"sys_munmap(unsigned long addr, size_t len);"
3077952537,924184576,258,long,sys_set_tid_address(int __user *tidptr);
3077952537,924184576,311,long,"sys_set_robust_list(struct robust_list_head __user *head,size_t len);"
3077952537,924184576,240,long,"sys_futex(u32 __user *uaddr, int op, u32 val,struct timespec __user *utime, u32 __user *uaddr2,u32 val3);"
3077952537,924184576,174,long,"rt_sigaction(int sig, const struct sigaction __user * act, struct sigaction __user * oact,  size_t sigsetsize);"
3077952537,924184576,174,long,"rt_sigaction(int sig, const struct sigaction __user * act, struct sigaction __user * oact,  size_t sigsetsize);"
3077952537,924184576,175,long,"sys_rt_sigprocmask(int how, sigset_t __user *set,sigset_t __user *oset, size_t sigsetsize);"
3077952537,924184576,191,long,"sys_getrlimit(unsigned int resource,struct rlimit __user *rlim);"
3077952537,924184576,122,long,sys_newuname(struct new_utsname __user *name);
3077952537,924184576,45,long,sys_brk(unsigned long brk);
3077952537,924184576,45,long,sys_brk(unsigned long brk);
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3077952537,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3077952537,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3077952537,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3077952537,924184576,6,long,sys_close(unsigned int fd);
3077952537,924184576,91,long,"sys_munmap(unsigned long addr, size_t len);"
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3077952537,924184576,6,long,sys_close(unsigned int fd);
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3077952537,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3077952537,924184576,6,long,sys_close(unsigned int fd);
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3077952537,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3077952537,924184576,6,long,sys_close(unsigned int fd);
3077952537,924184576,240,long,"sys_futex(u32 __user *uaddr, int op, u32 val,struct timespec __user *utime, u32 __user *uaddr2,u32 val3);"
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3077952537,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3077952537,924184576,6,long,sys_close(unsigned int fd);
3077952537,924184576,183,long,"sys_getcwd(char __user *buf, unsigned long size);"
3077952537,924184576,195,long,"sys_stat64(const char __user *filename,struct stat64 __user *statbuf);"
3077952537,924184576,195,long,"sys_stat64(const char __user *filename,struct stat64 __user *statbuf);"
3077952537,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3077952537,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3077952537,924184576,196,long,"sys_lstat64(const char __user *filename,struct stat64 __user *statbuf);"
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3077952537,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3077952537,924184576,6,long,sys_close(unsigned int fd);
3077952537,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3077952537,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3077952537,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3077952537,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3077952537,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3077952537,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3077952537,924184576,6,long,sys_close(unsigned int fd);
3077952537,924184576,91,long,"sys_munmap(unsigned long addr, size_t len);"
3077952537,924184576,195,long,"sys_stat64(const char __user *filename,struct stat64 __user *statbuf);"
3077952537,924184576,183,long,"sys_getcwd(char __user *buf, unsigned long size);"
3077952537,924184576,12,long,sys_chdir(const char __user *filename);
3077952537,924184576,183,long,"sys_getcwd(char __user *buf, unsigned long size);"
3077952537,924184576,196,long,"sys_lstat64(const char __user *filename,struct stat64 __user *statbuf);"
3077952537,924184576,12,long,sys_chdir(const char __user *filename);
3077952537,924184576,195,long,"sys_stat64(const char __user *filename,struct stat64 __user *statbuf);"
3077952537,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3077952537,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3077952537,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3077952537,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3077952537,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3077952537,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3077952537,924184576,6,long,sys_close(unsigned int fd);
3077952537,924184576,91,long,"sys_munmap(unsigned long addr, size_t len);"
3077952537,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3077952537,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3077952537,924184576,33,long,"sys_access(const char __user *filename, int mode);"
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3077952537,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3077952537,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3077952537,924184576,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3077952537,924184576,6,long,sys_close(unsigned int fd);
3077952537,924184576,91,long,"sys_munmap(unsigned long addr, size_t len);"
3077952537,924184576,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3077952537,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3077952537,924184576,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3077952537,924184576,6,long,sys_close(unsigned int fd);
3077952537,924184576,91,long,"sys_munmap(unsigned long addr, size_t len);"
3077952537,924184576,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3077952537,924184576,252,long,sys_exit_group(int error_code);
3078374425,925138944,6,long,sys_close(unsigned int fd);
3078374425,925138944,114,long,"sys_wait4(pid_t pid, int __user *stat_addr,int options, struct rusage __user *ru);"
3078374406,925138944,119,int,sys_sigreturn(unsigned long __unused);
3078374425,925138944,195,long,"sys_stat64(const char __user *filename,struct stat64 __user *statbuf);"
3078374425,925138944,42,long,sys_pipe(int __user *fildes);
3078374425,925138944,120,long,"sys_clone(unsigned long flags, void *child_stack, void *ptid, void *ctid, struct pt_regs *regs);"
3078374425,925138944,6,long,sys_close(unsigned int fd);
3078374425,925138944,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078046251,924930048,45,long,sys_brk(unsigned long brk);
3078050863,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078050863,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078050546,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078050492,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078050603,924930048,6,long,sys_close(unsigned int fd);
3078050863,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078050546,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078050674,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078050492,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078050603,924930048,6,long,sys_close(unsigned int fd);
3078050863,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078050546,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078050674,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078050492,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078050603,924930048,6,long,sys_close(unsigned int fd);
3078050863,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078050546,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078050674,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078050492,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078050603,924930048,6,long,sys_close(unsigned int fd);
3078050863,924930048,33,long,"sys_access(const char __user *filename, int mode);"
3078050546,924930048,5,long,"sys_open(const char __user *filename,int flags, int mode);"
3078050674,924930048,3,long,"sys_read(unsigned int fd, char __user *buf, size_t count);"
3078050492,924930048,197,long,"sys_fstat64(unsigned long fd, struct stat64 __user *statbuf);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078051314,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3078050603,924930048,6,long,sys_close(unsigned int fd);
3078051185,924930048,192,long,"sys_mmap_pgoff(unsigned long addr, unsigned long len,unsigned long prot, unsigned long flags,unsigned long fd, unsigned long pgoff);"
3077967037,924930048,243,int,set_thread_area(struct user_desc *u_info);
3078051314,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078051314,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078051314,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078051314,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078051314,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078051314,924930048,125,long,"sys_mprotect(unsigned long start, size_t len,unsigned long prot);"
3078051247,924930048,91,long,"sys_munmap(unsigned long addr, size_t len);"
3077956633,924930048,258,long,sys_set_tid_address(int __user *tidptr);
3077956633,924930048,311,long,"sys_set_robust_list(struct robust_list_head __user *head,size_t len);"
3077956633,924930048,240,long,"sys_futex(u32 __user *uaddr, int op, u32 val,struct timespec __user *utime, u32 __user *uaddr2,u32 val3);"
3077956633,924930048,174,long,"rt_sigaction(int sig, const struct sigaction __user * act, struct sigaction __user * oact,  size_t sigsetsize);"
3077956633,924930048,174,long,"rt_sigaction(int sig, const struct sigaction __user * act, struct sigaction __user * oact,  size_t sigsetsize);"
3077956633,924930048,175,long,"sys_rt_sigprocmask(int how, sigset_t __user *set,sigset_t __user *oset, size_t sigsetsize);"
